  0.0000000E+00     1   7.5678000E-01   2.2990000E-01   0.0000000E+00   2.1950000E+01   3.5283000E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00
  0.0000000E+00     2   1.5769574E+00   4.2479384E-02   0.0000000E+00   1.9171446E+02   1.2494848E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00
  1.0000000E+01     1   7.5165354E-01   2.4809635E-01   0.0000000E+00   1.9317360E+02   3.4450115E+02   0.0000000E+00   5.1264604E-03   1.8196347E-02
  1.0000000E+01     2   1.5877197E+00   6.3646409E-02   0.0000000E+00   2.1193551E+02   1.1113249E+02   0.0000000E+00   1.0762295E-02   2.1167026E-02
  2.0000000E+01     1   7.6274482E-01   1.8645572E-01   0.0000000E+00   2.6597328E+02   3.4004002E+02   0.0000000E+00   1.1091282E-02   6.1640628E-02
  2.0000000E+01     2   1.5667869E+00   5.5096925E-02   0.0000000E+00   2.7458915E+02   8.2509143E+01   0.0000000E+00   2.0932773E-02   2.1167026E-02
  3.0000000E+01     1   7.4990854E-01   2.3185629E-01   0.0000000E+00   3.4536197E+00   3.2790153E+02   0.0000000E+00   1.2836283E-02   6.1640628E-02
  3.0000000E+01     2   1.5903118E+00   8.5709396E-02   0.0000000E+00   3.0519586E+02   8.0964440E+01   0.0000000E+00   2.3524911E-02   4.3230012E-02
  4.0000000E+01     1   7.5677027E-01   1.8891109E-01   0.0000000E+00   1.6373408E+02   3.2021968E+02   0.0000000E+00   1.2836283E-02   6.1640628E-02
  4.0000000E+01     2   1.5766217E+00   8.1987967E-02   0.0000000E+00   3.2967115E+02   6.5902790E+01   0.0000000E+00   2.3524911E-02   4.3230012E-02
  5.0000000E+01     1   7.5639376E-01   1.7545868E-01   0.0000000E+00   2.0554170E+02   3.0778451E+02   0.0000000E+00   1.2836283E-02   7.2637670E-02
  5.0000000E+01     2   1.5769536E+00   9.0790483E-02   0.0000000E+00   2.6239255E+01   5.4767573E+01   0.0000000E+00   2.3524911E-02   4.8311100E-02
  6.0000000E+01     1   7.5016671E-01   1.9809565E-01   0.0000000E+00   1.5819053E+01   2.9253517E+02   0.0000000E+00   1.2836283E-02   7.2637670E-02
  6.0000000E+01     2   1.5901698E+00   1.0794091E-01   0.0000000E+00   4.0288426E+01   4.9436457E+01   0.0000000E+00   2.3524911E-02   6.5461524E-02
  7.0000000E+01     1   7.6071619E-01   1.3100460E-01   0.0000000E+00   1.1188688E+02   2.8601467E+02   0.0000000E+00   1.2836283E-02   1.1709175E-01
  7.0000000E+01     2   1.5693225E+00   9.5454263E-02   0.0000000E+00   7.6800711E+01   4.0743384E+01   0.0000000E+00   2.3524911E-02   6.5461524E-02
  8.0000000E+01     1   7.5070425E-01   1.7192406E-01   0.0000000E+00   1.8773631E+02   2.6548308E+02   0.0000000E+00   1.2836283E-02   1.1709175E-01
  8.0000000E+01     2   1.5878329E+00   1.1510029E-01   0.0000000E+00   1.2024071E+02   3.5137811E+01   0.0000000E+00   2.3524911E-02   7.2620911E-02
  9.0000000E+01     1   7.5453805E-01   1.4297654E-01   0.0000000E+00   1.3778492E+01   2.5010847E+02   0.0000000E+00   1.2836283E-02   1.1709175E-01
  9.0000000E+01     2   1.5811982E+00   1.1508690E-01   0.0000000E+00   1.3181201E+02   2.7705905E+01   0.0000000E+00   2.3524911E-02   7.2620911E-02
  1.0000000E+02     1   7.6188316E-01   9.2609985E-02   0.0000000E+00   8.6500952E+01   2.2957135E+02   0.0000000E+00   1.2836283E-02   1.5548636E-01
